0.861684	0.972468	0.987014
0.96712	0.990592	0.986842
0.968372	0.988189	0.986743
0.964871	0.986056	0.986517
0.961298	0.983389	0.986072
0.958221	0.980603	0.985389
0.954994	0.977567	0.984557
0.950957	0.973832	0.983669
0.946736	0.970005	0.982785
0.943856	0.967536	0.981926
0.941565	0.965685	0.981105
0.939461	0.96406	0.980306
0.937439	0.962543	0.979524
0.935318	0.961022	0.978734
0.932872	0.959326	0.977916
0.929937	0.957361	0.977044
0.926423	0.95508	0.976104
0.922254	0.952447	0.975094
0.917407	0.949433	0.974034
0.911939	0.94604	0.972919
0.905835	0.942276	0.971766
0.898967	0.938076	0.970602
0.891618	0.933673	0.96949
0.884248	0.929434	0.96845
0.876976	0.925428	0.967473
0.869713	0.921521	0.966579
0.862468	0.917693	0.965782
0.855337	0.914	0.965089
0.848376	0.910446	0.964499
0.84164	0.907034	0.96401
0.835165	0.903765	0.963616
0.828999	0.900655	0.963304
0.823235	0.897739	0.963074
0.817887	0.895001	0.962939
0.812828	0.892334	0.96291
0.808143	0.889813	0.962976
0.804133	0.887708	0.963073
0.800732	0.885982	0.96317
0.7978	0.884501	0.963257
0.795235	0.8832	0.96334
0.792961	0.88202	0.963413
0.790906	0.880913	0.963487
0.789003	0.879841	0.963554
0.787235	0.878793	0.963627
0.785647	0.87781	0.963712
0.784299	0.876966	0.963804
0.783063	0.876156	0.963895
0.781814	0.875276	0.963984
0.780651	0.874415	0.964068
0.779775	0.873752	0.964153
