0.908574	0.995365	0.987045
0.903428	0.969679	0.986756
0.849535	0.946262	0.986336
0.828958	0.935372	0.985505
0.820602	0.927047	0.984239
0.817827	0.921154	0.982642
0.818294	0.917581	0.980854
0.819825	0.915081	0.978978
0.821472	0.913091	0.977085
0.822968	0.911445	0.975236
0.824265	0.9101	0.973474
0.825343	0.908987	0.971817
0.826164	0.908039	0.970283
0.826859	0.90731	0.968908
0.827485	0.906792	0.967682
0.828022	0.906424	0.966595
0.828436	0.906158	0.965644
0.82868	0.905912	0.964812
0.828742	0.905648	0.964084
0.828653	0.905388	0.963449
0.828445	0.905106	0.962897
0.828107	0.904792	0.962416
0.827654	0.904432	0.961999
0.827144	0.904099	0.961634
0.826627	0.90383	0.961319
0.826077	0.903596	0.961043
0.825515	0.903383	0.960803
0.824956	0.903198	0.960597
0.824404	0.903035	0.960416
0.823851	0.902882	0.960262
0.823298	0.902723	0.960134
0.82274	0.902555	0.960023
0.822156	0.902366	0.959925
0.821556	0.902154	0.959846
0.820938	0.901926	0.959779
0.820325	0.901688	0.959725
0.819731	0.901456	0.959681
0.819149	0.901236	0.959645
0.818568	0.901009	0.959622
0.817989	0.900779	0.959605
0.817389	0.90054	0.959604
0.816753	0.900263	0.959611
0.816019	0.899898	0.959642
0.815089	0.899356	0.959709
0.813965	0.898623	0.959812
0.813092	0.898122	0.959887
0.812439	0.897823	0.959937
0.811865	0.897603	0.959973
0.811347	0.897425	0.960004
0.810876	0.897282	0.960032
