0.890473	0.995852	0.98694
0.882949	0.967409	0.986608
0.860257	0.956904	0.986258
0.859186	0.953913	0.985808
0.863089	0.952625	0.985254
0.868752	0.952112	0.984609
0.874735	0.951823	0.98389
0.880464	0.951555	0.983124
0.885938	0.951472	0.982337
0.890979	0.951494	0.981554
0.895395	0.951462	0.980798
0.899369	0.951501	0.980079
0.903141	0.951788	0.979417
0.906668	0.952243	0.978811
0.909883	0.952757	0.978264
0.912776	0.95327	0.977773
0.915368	0.953767	0.977333
0.917682	0.954221	0.976947
0.919747	0.954615	0.976607
0.92152	0.95489	0.976309
0.922799	0.954817	0.976056
0.923852	0.954644	0.975842
0.925358	0.955037	0.975652
0.926871	0.955547	0.975488
0.928286	0.956049	0.975349
0.929598	0.956536	0.975226
0.9308	0.956999	0.97512
0.931895	0.957437	0.975029
0.932883	0.957833	0.974949
0.933759	0.958193	0.974876
0.934525	0.958512	0.974808
0.93519	0.958787	0.974744
0.935756	0.959023	0.974684
0.936236	0.959222	0.974624
0.936628	0.95938	0.974565
0.936914	0.959495	0.974502
0.937091	0.959544	0.974433
0.937148	0.959529	0.974358
0.937076	0.959442	0.974274
0.936882	0.959288	0.974182
0.936577	0.959078	0.974077
0.936172	0.958822	0.973965
0.935665	0.958505	0.973841
0.935032	0.958127	0.973709
0.934268	0.957672	0.973565
0.933364	0.95715	0.973409
0.93232	0.956538	0.973244
0.931127	0.955844	0.973066
0.929771	0.955061	0.972877
0.928252	0.95419	0.972679
