0.892759	0.994685	0.98703
0.893129	0.968291	0.98678
0.851718	0.949789	0.986438
0.843948	0.94349	0.985861
0.846564	0.940642	0.98509
0.851508	0.938789	0.984186
0.856536	0.937322	0.983195
0.861374	0.936362	0.982151
0.865617	0.935607	0.981093
0.869191	0.934907	0.980055
0.872395	0.934452	0.979057
0.875201	0.934159	0.97811
0.877518	0.933864	0.977213
0.879298	0.933436	0.976374
0.880511	0.932811	0.975594
0.881337	0.932093	0.974877
0.882248	0.931681	0.97424
0.883222	0.931526	0.973669
0.884049	0.931407	0.973144
0.884699	0.931274	0.972662
0.885176	0.931115	0.972214
0.885492	0.930929	0.971804
0.885662	0.930714	0.971428
0.885698	0.93047	0.971073
0.885603	0.930177	0.970751
0.885372	0.929831	0.970448
0.885042	0.929458	0.970166
0.884671	0.929094	0.969903
0.88427	0.928741	0.969652
0.883827	0.928395	0.969417
0.883341	0.928052	0.969193
0.882806	0.927701	0.96898
0.882211	0.927342	0.968777
0.881557	0.926962	0.968588
0.880838	0.926557	0.968402
0.880059	0.926138	0.968227
0.879228	0.9257	0.968061
0.878346	0.925245	0.967902
0.877417	0.924771	0.967749
0.876438	0.92428	0.967604
0.875395	0.923763	0.967463
0.874265	0.923202	0.967329
0.873025	0.922569	0.967196
0.871635	0.921839	0.967068
0.87006	0.920976	0.966942
0.868264	0.919951	0.966817
0.866262	0.918789	0.966702
0.864086	0.917513	0.966593
0.861866	0.916238	0.966493
0.859712	0.915061	0.966396
