0.893592	0.980455	0.987001
0.952373	0.986019	0.986893
0.930108	0.975645	0.986858
0.91182	0.969491	0.986656
0.898565	0.961746	0.986124
0.891624	0.956369	0.985229
0.888296	0.952388	0.983998
0.886187	0.948447	0.982489
0.884699	0.944563	0.980832
0.883862	0.941155	0.979198
0.8835	0.938423	0.977688
0.882979	0.93602	0.976332
0.881918	0.933694	0.97512
0.880056	0.931277	0.974032
0.87739	0.92873	0.973039
0.874026	0.926104	0.972114
0.870072	0.923447	0.971242
0.865674	0.92079	0.97041
0.86075	0.918058	0.969617
0.85512	0.915154	0.968858
0.849017	0.912193	0.968138
0.84283	0.909397	0.96748
0.836649	0.906705	0.966901
0.830584	0.904116	0.966414
0.824723	0.901626	0.966027
0.819168	0.899259	0.965733
0.813998	0.897004	0.965537
0.809165	0.894759	0.965441
0.804832	0.892629	0.96543
0.801481	0.891042	0.965443
0.799023	0.889913	0.965467
0.797222	0.889098	0.965502
0.795962	0.888511	0.965547
0.795133	0.888116	0.965598
0.794664	0.887866	0.965656
0.794468	0.887711	0.965707
0.794472	0.88761	0.965758
0.794609	0.887536	0.965809
0.794811	0.887451	0.965851
0.794999	0.887301	0.965892
0.795028	0.886974	0.965943
0.794598	0.886201	0.966024
0.794075	0.885339	0.966126
0.794318	0.885193	0.966229
0.79467	0.885117	0.966317
0.795057	0.885072	0.966379
0.795459	0.885056	0.966428
0.79585	0.88506	0.966465
0.796245	0.885076	0.966487
0.796636	0.885094	0.9665
